"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 2","Study 562","China,India,Italy,Malaysia,Singapore,United States of America","Homo sapiens","Skin of body",UBERON:0002097,healthy,,none,"healthy adult skin 50% up",,,362,"All records NA",WMS,,Illumina,,,,,,,,,,,,,Complete,Lwaldron
"Experiment 2","Study 580","United States of America","Homo sapiens",Saliva,UBERON:0001836,"nicotine dependence,smoking behavior","EFO:0003768,EFO:0004318","HIV+ non-smokers","HIV+ smokers","People with HIV who currently smoke cigarettes",26,23,"5 days",16S,4,Illumina,LEfSe,0.05,false,2,,,,decreased,,,,,Complete,Claregrieve1
"Experiment 2","Study 581",China,"Homo sapiens",Feces,UBERON:0001988,epilepsy,EFO:0000474,"Healthy controls","Drug resistant epilepsy","Drug sensitive epilepsy patients were defined according to the 2015 International League Against Epilepsy (ILAE)",65,49,"3 months",16S,"3,4",Illumina,LEfSe,0.05,false,2,,,,unchanged,unchanged,unchanged,,,Complete,Lwaldron
"Experiment 2","Study 558","United States of America","Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"received oral-i.v.-administered GSK1322322 (prestudy)","received oral-i.v.-administered GSK1322322 (end-of-study)","received oral-i.v.-administered GSK1322322",38,38,,16S,4,Roche454,,0.05,,,,,,,decreased,,,,Complete,
"Experiment 2","Study 578","Belgium,Poland","Homo sapiens",Feces,UBERON:0001988,"urinary tract infection",EFO:0003103,"Antibiotic treated (day 1)","Antibiotic treated (day 5-15)","receiving nitrofurantoin treatment (100 mg three times daily for 3–15 days)",8,8,"2 months",16S,"3,4,5",Roche454,"Linear Regression",0.05,,,,,,,,,,,Complete,
"Experiment 2","Study 601",China,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Healthy controls without any form of Parkinson's Disease","Participants with idiopathic Parkinson's Disease","All Parkinson’s disease patients eligible for this study were diagnosed with idiopathic Parkinson’s disease according to the UK Brain Bank criteria.",75,78,"Antibiotic use within 3 months prior to sample collection.",16S,,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,age,,,increased,,,,increased,Incomplete,
"Experiment 2","Study 586",Italy,"Homo sapiens",Saliva,UBERON:0001836,"colorectal cancer",EFO:0005842,"Healthy Controls","CRC Patients","Italian patients aged 71-95 with colorectal adenocarcinoma confirmed by histological analysis undergoing surgical resections.",10,10,"3 months",16S,"3,4",Illumina,ANOSIM,,,,,,,decreased,decreased,,decreased,,Complete,
"Experiment 2","Study 604","United States of America","Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Healthy control free of neurological disease.","Participants with Parkinson's Disease","Dataset 2. PD was diagnosed by a movement disorder specialist using UK Brain Bank criteria",184,323,,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,"age,body mass index,sex",,,,,,,Complete,Claregrieve1
"Experiment 2","Study 605",Japan,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Participants with Parkinson's Disease with non-tremor subtypes","Participants with Parkinson's Disease with tremor subtypes","Participants with Parkinson's Disease with tremor subtypes.",33,47,"Individuals currently taking antibiotics or probiotic supplements within 3 months of sample collection",16S,"3,4",Illumina,LEfSe,0.05,,2,"age,sex","age,diet,sex",,increased,,,,increased,Complete,Rimsha
"Experiment 2","Study 606",Australia,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Participants with mild PD","Participants with severe PD","All patients were confirmed to have idiopathic Parkinson’s disease by a movement disorders neurologist, in accordance with the United Kingdom Brain Bank criteria and severe symptoms.",7,7,"No history of antibiotic or non-steroidal anti-inflammatory drug use in the previous 3 months.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,Claregrieve1
"Experiment 2","Study 607",Luxembourg,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Healthy controls","Participants with typical PD","PD patients were defined as typical PD, according to the inclusion criteria by the United Kingdom Parkinson’s Disease Society Brain Bank Clinical Diagnostic Criteria.",162,147,"Excluded control persons who took dopaminergic medications (n = 5; intake for a different than anti-PD indication) and individuals who reported to have taken antibiotics in the last 6 months (controls: n = 20, PD: n = 13).",16S,"3,4",Illumina,"Linear Regression",0.05,,,,age,,unchanged,,,,increased,Complete,
"Experiment 2","Study 608","Bangladesh,China,Estonia,Finland,Germany,India,Ireland,Italy,Luxembourg,Netherlands,Russian Federation,Spain,Sweden,United Kingdom,United Republic of Tanzania,United States of America","Homo sapiens",Feces,UBERON:0001988,healthy,,none,"healthy child stool 50% up",,,"3,375",,16S,,Illumina,,,,,,,,,,,,,Complete,
"Experiment 2","Study 618",Austria,"Homo sapiens",Feces,UBERON:0001988,Dementia,MONDO:0001627,"Controls without cognitive impairments","Patients with dementia","Participants with any level of dementia (mild, moderate, severe).",18,23,"4 weeks",16S,"1,2",Illumina,LEfSe,0.05,false,,"age,sex",,,,unchanged,unchanged,,,Complete,Lwaldron
"Experiment 2","Study 89",Brazil,"Homo sapiens",Meconium,UBERON:0007109,"cesarean section",EFO:0009636,"vaginal delivery",C-section,,13,46,"oral antibiotics in the third trimester of pregnancy",16S,4,Illumina,LEfSe,,false,3,,,,,,,,unchanged,Complete,
"Experiment 2","Study 571",,"Homo sapiens",Feces,UBERON:0001988,"osteoarthritis, knee",EFO:0004616,"Vitamin D deficiency","Knee osteroarthritis with vit D deficiency","Knee osteoarthritis",7,7,"excluded if antibiotics for last 12 weeks",16S,"3,4",Illumina,LEfSe,0.05,,2,,,,unchanged,,,,unchanged,Complete,Fatima
"Experiment 2","Study 516",China,"Mus musculus",Feces,UBERON:0001988,endometriosis,EFO:0001065,"Healthy mice","Mice who were injected with endometrial tissues","Researchers induced endometriosis models by intraperitoneal injection of endometrial tissues to mimic endometriosis formation in humans.",8,,N/A,16S,4,Illumina,LEfSe,0.05,,4,,,,unchanged,unchanged,unchanged,,,Complete,Fatima
"Experiment 2","Study 582",Spain,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"adenoma patients","CRC patients","patients with gastrointestinal symptoms referred for colonoscopy",65,89,none,16S,"1,2",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,,Complete,Rimsha
"Experiment 2","Study 621","United States of America","Homo sapiens",Colon,UBERON:0001155,"Colorectal cancer",EFO:0005842,Placebo,Aspirin,"Experimental group took 325 mg daily aspirin over six weeks, with additional six weeks of washout",20,30,"3 months",16S,4,Illumina,"Mixed-Effects Regression",0.05,false,,,,,,,,,,Complete,Fatima
"Experiment 2","Study 622",China,"Mus musculus",Intestine,UBERON:0000160,,,"Control (male C57BL/6-APCMin/+ and male wild-type C57BL/6)","C57BL/6-APCMin/+: F. nucleatum (Fn), E. coli (Ec); wild-type C57BL/6: DMH, Fn, Fn+DMH, Ec, Ec+DMH","DMH was injected subcutaneous at a dose of 20 mg/kg once weekly. 

All treatments were performed for 8 weeks to ensure aberrant crypt foci (ACF) formation or 20 weeks to ensure tumor formation.",20,70,None,16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,,,,,,Complete,
"Experiment 2","Study 624",Japan,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"Healthy Individuals","Patients with early CRC","Patients with early colorectal cancer",129,136,"1 Month",16S,"1,2",Illumina,"Kruskall-Wallis,Mann-Whitney (Wilcoxon)",0.05,,,,,,,,,,,Complete,
"Experiment 2","Study 630",Japan,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"healthy control (normal and a few polyps)","stage III/IV (SIII/IV)","stage III and IV CRCs",251,74,"None specified",WMS,,Illumina,"Mann-Whitney (Wilcoxon)",0.005,,,,,,,,,,,Complete,
"Experiment 2","Study 632","United States of America","Homo sapiens",Feces,UBERON:0001988,"socioeconomic status",,"Infants in household income =>$80,000.","Infants in household income <$80,000.","Gut bacterial composition among infants by maternal profiles. Microbiome Associated Maternal Profile (MMP3) 
 19.8% of the analytical sample(N =168)",52,33,unspecified.,16S,3,Illumina,PERMANOVA,0.05,true,,,"age,breast feeding,delivery procedure,education level,marital status,race,smoking status",decreased,,,,,decreased,Complete,
"Experiment 2","Study 631",Austria,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"Healthy Controls","Colorectal Cancer","colorectal cancer patients

The study was conducted both in participants of a health screening programme according to national screening recommendations for CRC49 as well as in patients with suspected CRC undergoing colonoscopy as part of the clinical workup at the Department of Internal Medicine,
Oberndorf Hospital.",55,41,"3 months",WMS,,,"Mann-Whitney (Wilcoxon)",0.05,,,,,,unchanged,,,,increased,Complete,Fatima
"Experiment 2","Study 637",China,"Homo sapiens","Oral cavity",UBERON:0000167,"Colorectal adenoma",EFO:0005406,"Healthy Individuals",CRA,"Patients with colorectal adenoma",58,34,"Not specified",16S,"3,4",Illumina,"Welch's T-Test",0.05,,,,"age,smoking status",,increased,unchanged,increased,,,Complete,
"Experiment 2","Study 643",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,oControls,oCRC,"old-onset CRC patients (greater than or equal to 50 years old)",203,233,"1 month",16S,"3,4",Illumina,LEfSe,0.05,,2,age,"age,sex",,increased,,,,,Complete,
"Experiment 2","Study 642",Malaysia,"Homo sapiens",Feces,UBERON:0001988,"socioeconomic status",,"Chinese Children (High SES, household income >RM500)","Orang Asli Children (low SES, household income<RM500)","Gut microbiota from fecal samples of 20 Orang Asli children whose household income <RM500.

45% of the households earn < RM500

Note: Poverty line = RM 764($254).",17,20,unspecified,16S,"3,4,5",,PERMANOVA,0.05,true,,,,increased,increased,,,increased,increased,Complete,
"Experiment 2","Study 644",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,"healthy controls","colorectal cancer","subjects with invasive adenocarcinoma",61,52,"Not specified",16S,"1,2,3,4",Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,,,unchanged,,,Complete,
"Experiment 2","Study 648","United States of America","Homo sapiens","Oral opening",UBERON:0000166,"Ethnic group",EFO:0001799,"Oral microbiota of European American children (EA)","Oral microbiota of African American children (AA)","Oral microbiota of 30 African American children (18 female, 12 male; age 6 - 10 years)",30,30,unspecified,16S,"3,4,5",Illumina,PERMANOVA,0.05,true,,,"age,body mass index,education level,household income,sex",,unchanged,,,unchanged,unchanged,Complete,
"Experiment 2","Study 651",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,"paracancerous tissue (pa10t)","cancerous tissue (cat)","37-88 years of age, colorectal cancer tissue

Note: group 0 = paracancerous tissue 10-20 cm from cancerous tissue",27,27,"1 month",16S,"1,2,3",Sanger,"Mann-Whitney (Wilcoxon)",0.05,,,,,,decreased,unchanged,,,unchanged,Complete,
"Experiment 2","Study 652",Japan,"Homo sapiens",Intestine,UBERON:0000160,"intramucosal CRC",,"CRA (colorectal adenoma)","Intramucosal CRC","Intramucosal CRC is in its earliest stage (stage 0) and is also known as carcinoma in situ or intramucosal carcinoma. Intramucosal CRC has not yet grown beyond the inner mucosal layer of the colorectum",47,24,"None Specified",16S,"3,4",Illumina,LEfSe,0.05,,3,,,,unchanged,,,,,Complete,
"Experiment 2","Study 654","United States of America","Homo sapiens",Feces,UBERON:0001988,"Ethnic group",EFO:0001799,Caucasians,Hispanic,"Hispanics sampled from the American Gut Project (AGP) data set","1,237",37,NA,16S,"3,4,5",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,"age,body mass index,sex",,increased,increased,increased,,,Complete,
"Experiment 2","Study 663",Malaysia,"Homo sapiens",Feces,UBERON:0001988,"Ethnic group",EFO:0001799,Chinese,India,"India ethnic group living in the  Segamat Malaysian community.",65,49,,16S,"3,4",Illumina,"Linear Regression",0.05,true,,,,unchanged,unchanged,,,,,Complete,Fatima
"Experiment 2","Study 673","Colombia,Denmark,France,Japan,South Korea,Spain,United States of America","Homo sapiens",Feces,UBERON:0001988,"ethnic group",EFO:0001799,"USA data","Europe data","The European dataset consisted of the subset of 13 healthy volunteers (three women and 10 men) among Spanish, French, and Danish inhabitants whose microbiomes were published by the MetaHIT Consortium",54,13,"4 months",16S,"1,2,3",,ANOSIM,0.05,,,,"age,sex,waist circumference",,,,,,,Complete,
"Experiment 2","Study 681","United States of America","Homo sapiens",Saliva,UBERON:0001836,"Colorectal cancer",EFO:0005842,controls,"Colorectal cancer","colorectal cancer; 24% of the colorectal cancer cases were current smokers. 16% habitual alcohol drinkers",122,68,"None specified",16S,"3,4",Illumina,"Negative Binomial Regression",0.05,,,,,,unchanged,unchanged,unchanged,,unchanged,Complete,
"Experiment 2","Study 682",China,"Homo sapiens","duodenal mucosa",UBERON:0000320,"small intestine enteropathy",EFO:0009705,IBS.sibo-,IBS.sibo+,"Patients with typical clinical symptoms and normal colonoscopy presentation fulfilling the Rome III diagnostic criteria; with SIBO",33,24,"3 months; also includes probiotics and proton-pump inhibitors",16S,"1,2,3",Roche454,LEfSe,0.05,,2,,,,,increased,,,,Complete,
"Experiment 2","Study 683",Netherlands,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal adenoma",EFO:0005406,"non-adenoma group","adenoma group","Patients with a successful polypectomy. A total of 9 patients had advanced adenomas and 10 patients had non-advanced adenoma (NA), with a median size of the largest adenoma being 0.7 cm [IQR 0.5–0.8].",19,19,"3 months prior to study inclusion and 3 months prior to second sample",16S,4,Illumina,LEfSe,0.05,,2,"smoking status",,,,,,,unchanged,Complete,
"Experiment 2","Study 686",Italy,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,controls,adenomas,"Patients diagnosed with colorectal adenomas",24,27,"None specified",WMS,,Illumina,,0.05,,,,,,,,,,,Complete,
"Experiment 2","Study 687",China,"Homo sapiens",Tissue,UBERON:0000479,"Colorectal adenocarcinoma",EFO:0000365,"colorectal cancer patients without KRAS mutation","colorectal cancer patients with KRAS mutation","diagnosed of colorectal cancer by colonoscopy and histopathology",21,18,"No antibiotics for one month prior to surgery (fecal sample was taken the night before surgery)",16S,"3,4",Illumina,LEfSe,0.05,false,4,,,,,,,,,Complete,Fatima
"Experiment 2","Study 698",China,"Homo sapiens",Feces,UBERON:0001988,,,"Healthy controls","Patients with ulcerative colitis","Patients with ulcerative colitis",29,14,"3 months",16S,4,Illumina,Kruskall-Wallis,0.05,true,,"age,sex",,,unchanged,decreased,unchanged,,decreased,Complete,
"Experiment 2","Study 694",China,"Mus musculus",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,non-GQD,"low-dose GQD (300 mg/kg)","BALB/c mice (male, ~20 g, aged 5 weeks) were fed adaptively for 1 week under specific pathogen-free conditions with food and water provided ad libitum.  Then the mice were
orally lavaged with 300 mg/kg Gegen Qinlian decoction (GQD), a classical
traditional Chinese medicine (TCM) formula, once a day for 10 days.  The mouse colorectal carcinoma cell line CT26  (~2.5 × 106 cells/mouse) were transplanted subcutaneously
into the left axillary region of each mouse and allowed ~1 week to establish tumours.",20,23,,16S,4,Illumina,LEfSe,0.05,false,2,,,,unchanged,unchanged,,,,Complete,
"Experiment 2","Study 697",China,"Homo sapiens",Feces,UBERON:0001988,,,"Disease control with Immune checkpoint inhibitors","Disease control with Immune checkpoint inhibitors","“disease control” was defined as objective response or stable disease lasting =16 weeks.” Objective response was defined as complete or partial response per Response Evaluation Criteria in Solid Tumors (RECIST) v.1.1.",17,19,,16S,"3,4",Illumina,LEfSe,,,3,,,,unchanged,unchanged,,,,Complete,
